system_call,frequency_M,file_frequency_M,frequency_B,file_frequency_B
epoll_waitwritev,10962.0,1925.0,24853.0,3634.0
clock_gettimesocket,237042.0,3125.0,437314.0,6130.0
epoll_ctlclose,166264.0,3559.0,327996.0,6887.0
_exitgetsockopt,370.0,258.0,696.0,445.0
futexclose,68927.0,3499.0,135908.0,6818.0
socketsetsockopt,68604.0,3021.0,124698.0,5884.0
openopen,264024.0,3964.0,549230.0,7770.0
sendtomprotect,9145.0,2901.0,17849.0,5495.0
socketioctl,44981.0,2210.0,77176.0,4349.0
prctlmadvise,84691.0,2444.0,161199.0,4892.0
gettimeofdayaccess,358906.0,3100.0,684742.0,6225.0
ioctlshutdown,1219.0,207.0,1893.0,281.0
mprotectshutdown,396.0,179.0,592.0,243.0
clock_gettimesigprocmask,180414.0,3987.0,343919.0,7727.0
connectrecvfrom,1939.0,649.0,3134.0,1191.0
connectsigprocmask,1461.0,831.0,2813.0,1550.0
sigprocmaskbrk,60930.0,3854.0,113787.0,7504.0
brksigprocmask,49402.0,3690.0,89720.0,7184.0
mprotectmadvise,278559.0,4126.0,556011.0,8068.0
accessmprotect,23576.0,4040.0,47375.0,7868.0
closegetsockopt,17408.0,1356.0,38353.0,2725.0
accessunlink,18208.0,2782.0,39604.0,5553.0
getpidwritev,2863.0,1455.0,12330.0,3112.0
futexumask,17144.0,917.0,33129.0,1948.0
bindclock_gettime,5469.0,1346.0,14361.0,2585.0
mprotectepoll_wait,21707.0,3029.0,43256.0,5943.0
sched_setschedulersched_setscheduler,92028.0,3819.0,185830.0,7364.0
sendtosched_setscheduler,4406.0,1825.0,8021.0,3562.0
munmapioctl,2179154.0,3964.0,4684326.0,7690.0
getsockoptwrite,3868.0,601.0,8247.0,1183.0
futexrestart_syscall,4803.0,4194.0,41557.0,8180.0
sched_setschedulerioctl,449060.0,4284.0,806095.0,8336.0
fsyncsigprocmask,289.0,232.0,569.0,458.0
gettimeofdaysigaltstack,1288.0,666.0,2853.0,1314.0
futexrecvfrom,218367.0,3808.0,416449.0,7368.0
recvfromdup,403.0,294.0,707.0,501.0
munmapsched_setscheduler,5545.0,1579.0,10982.0,3081.0
ioctlclock_gettime,5088893.0,4180.0,10321269.0,8147.0
connectclock_gettime,16674.0,2329.0,35712.0,4550.0
recvfrombind,316.0,242.0,679.0,453.0
pollmprotect,1680.0,970.0,3667.0,1792.0
getsocknamemprotect,1663.0,868.0,3110.0,1633.0
recvfromshutdown,4895.0,238.0,6580.0,309.0
clock_gettimesetsockopt,28271.0,2040.0,56092.0,4056.0
ioctlepoll_ctl,54266.0,3039.0,106093.0,5899.0
accessclock_gettime,64850.0,2793.0,128710.0,5645.0
closewritev,15983.0,1662.0,42165.0,3251.0
clock_gettimegetpid,17225666.0,4124.0,32670000.0,8052.0
brkmunmap,27242.0,3670.0,51679.0,7238.0
writesendto,13797.0,2723.0,27003.0,5112.0
restart_syscallioctl,1786.0,1492.0,3236.0,2767.0
unlinkmadvise,2874.0,816.0,4610.0,1573.0
recvfrommunmap,3060.0,1063.0,6814.0,2136.0
getpidepoll_wait,18815156.0,4121.0,35733191.0,8018.0
gettimeofdaywritev,89686.0,3019.0,376639.0,5912.0
epoll_waitmadvise,39771.0,3178.0,78325.0,6278.0
epoll_ctlmadvise,936.0,534.0,1557.0,902.0
unlinkbrk,1089.0,854.0,2329.0,1695.0
madvisefutex,412590.0,4106.0,858338.0,8022.0
accessrename,31140.0,2266.0,66067.0,4548.0
chmodclock_gettime,1874.0,947.0,4225.0,1819.0
chmodunlink,29801.0,2240.0,61898.0,4524.0
sendtorecvfrom,1321264.0,3883.0,2520139.0,7571.0
accessgettimeofday,296683.0,2739.0,566222.0,5571.0
pollread,3102.0,2160.0,6201.0,4404.0
recvfromepoll_ctl,118116.0,3637.0,227750.0,7005.0
gettimeofdaysendto,64340.0,2435.0,130558.0,4866.0
munmapaccess,5120.0,1081.0,9677.0,2126.0
sched_setschedulerrecvfrom,4969.0,2275.0,8956.0,4198.0
futexsigprocmask,1018859.0,4050.0,2038988.0,7864.0
_exitaccess,1597.0,868.0,5249.0,1732.0
getsockoptioctl,2439.0,857.0,5686.0,1692.0
sigprocmaskbind,463.0,351.0,943.0,646.0
getpidclose,130513.0,3928.0,254921.0,7607.0
sendtomadvise,1805.0,1029.0,3452.0,1839.0
sin6_port=htonswritev,125.0,95.0,1056.0,187.0
set_thread_areamadvise,180899.0,3788.0,411138.0,7393.0
_exitmprotect,5608.0,2141.0,11404.0,4160.0
madvisegettimeofday,64313.0,2659.0,133917.0,5365.0
clock_gettimeepoll_ctl,86504.0,3639.0,160022.0,7086.0
recvfromgetsockopt,13530.0,1414.0,23687.0,2845.0
clock_gettimeepoll_wait,24416269.0,4061.0,44982110.0,7948.0
munmapmadvise,333149.0,3081.0,723268.0,6130.0
_exitfutex,28486.0,2849.0,74329.0,5610.0
clock_gettimesin6_port=htons,6324.0,1387.0,12781.0,2550.0
chmodopen,3250.0,2350.0,6498.0,4655.0
ioctlfsync,38139.0,2818.0,83274.0,5770.0
clock_gettimeconnect,10397.0,1869.0,24850.0,3673.0
brkaccess,4546.0,2067.0,9142.0,4141.0
clock_gettimemunmap,265510.0,3965.0,579543.0,7766.0
ioctlopen,42553.0,2956.0,85820.0,5785.0
sigaltstackbrk,169.0,151.0,334.0,314.0
clock_gettimeset_thread_area,8570.0,2178.0,17929.0,4394.0
fdatasyncclose,139554.0,2587.0,295004.0,5284.0
setsockoptopen,18855.0,2018.0,33705.0,3989.0
readsched_setscheduler,6145.0,2408.0,11612.0,4556.0
ioctlmprotect,158444.0,4106.0,310038.0,7993.0
gettimeofdaychmod,25413.0,1662.0,41666.0,3304.0
recvfromread,18425.0,1936.0,35743.0,3742.0
futexnanosleep,14001.0,1945.0,23249.0,3883.0
sin6_port=htonsepoll_wait,620.0,365.0,1136.0,647.0
futexsocket,14528.0,2420.0,28089.0,4717.0
closeclose,457248.0,3579.0,1111174.0,7004.0
recvfromwritev,44375.0,3705.0,83080.0,7187.0
sigprocmaskgetsockopt,2382.0,899.0,4683.0,1754.0
ioctlread,135815.0,3679.0,341166.0,7170.0
_exitwritev,2902.0,900.0,7888.0,1667.0
closegetpid,196401.0,3801.0,401241.0,7346.0
recvfromgettimeofday,185611.0,2617.0,387065.0,5140.0
getsockoptsetsockopt,27437.0,1763.0,54106.0,3713.0
recvfromaccess,4830.0,674.0,9041.0,1401.0
bindconnect,66.0,56.0,156.0,120.0
setsockoptioctl,3025.0,940.0,6885.0,1875.0
madviserecvfrom,10055.0,2012.0,25958.0,3837.0
umaskclock_gettime,25917.0,753.0,55380.0,1682.0
setsockoptfutex,13679.0,1773.0,28950.0,3565.0
setsockoptgetsockname,2694.0,214.0,1921.0,406.0
set_thread_areawritev,40.0,37.0,538.0,97.0
getpidmprotect,22134.0,3403.0,46767.0,6728.0
umaskgettimeofday,11065.0,1613.0,25656.0,3281.0
getpidgetsockopt,1472.0,680.0,3559.0,1343.0
sigprocmasksched_setscheduler,1936.0,1281.0,3987.0,2568.0
futexgetpriority,6993.0,2077.0,14343.0,4178.0
accessgettid,2321.0,1397.0,4230.0,2741.0
epoll_waitaccess,25784.0,1835.0,47452.0,3732.0
madvisegetsockname,791.0,465.0,1528.0,828.0
gettimeofdaygettimeofday,38052573.0,3454.0,77750917.0,6846.0
sched_yieldnanosleep,18644.0,3384.0,38170.0,6636.0
brkbrk,1159417.0,4255.0,2112791.0,8295.0
gettimeofdaymunmap,228771.0,3459.0,574448.0,6813.0
epoll_waitread,1698220.0,3969.0,3241323.0,7715.0
recvfromsocket,921.0,578.0,1940.0,1099.0
epoll_waitopen,223075.0,2561.0,404690.0,5205.0
fdatasyncmprotect,2463.0,860.0,5591.0,1858.0
ioctlgetsockname,4038.0,1232.0,7575.0,2338.0
madvisemprotect,353770.0,4139.0,757690.0,8053.0
sigaltstacksigaltstack,323.0,214.0,781.0,445.0
mprotectopen,89064.0,4000.0,178800.0,7840.0
closewrite,138345.0,3308.0,247593.0,6467.0
opensigprocmask,8325.0,1770.0,15665.0,3590.0
brkfdatasync,1864.0,983.0,4139.0,2019.0
getsocknamesin6_port=htons,13868.0,1819.0,34729.0,3469.0
connectwrite,31520.0,2876.0,57919.0,5585.0
sendtosocket,279.0,216.0,579.0,460.0
unlinkioctl,3920.0,1054.0,7337.0,2146.0
cloneclose,398.0,288.0,876.0,597.0
epoll_waitioctl,96729.0,3413.0,187874.0,6777.0
socketclock_gettime,17974.0,2072.0,39593.0,4083.0
prctlioctl,16944.0,758.0,25768.0,1459.0
restart_syscallrecvmsg,4162.0,4160.0,8102.0,8081.0
clock_gettimegetsockname,13011.0,2030.0,29418.0,3904.0
ioctlsetsockopt,2818.0,975.0,6730.0,1993.0
dupclose,258583.0,3986.0,500180.0,7736.0
madviseumask,1123.0,300.0,2476.0,612.0
madvisebrk,40370.0,4040.0,76654.0,7899.0
sched_setschedulerclose,8241.0,2926.0,16912.0,5720.0
_llseekbrk,2417.0,993.0,4948.0,2069.0
sched_setschedulerfutex,17787.0,3257.0,35660.0,6342.0
sched_setschedulerepoll_ctl,3875.0,2120.0,7580.0,3991.0
killclock_gettime,15.0,15.0,33.0,25.0
dupsched_setscheduler,4071.0,2229.0,7941.0,4230.0
closebrk,15330.0,3454.0,30718.0,6768.0
sched_setschedulerwritev,1569.0,817.0,5891.0,1654.0
_exitrecvfrom,1681.0,833.0,2969.0,1566.0
sched_setschedulersendto,724.0,589.0,1389.0,1096.0
getprioritykill,19.0,19.0,39.0,39.0
getpriorityclose,3793.0,2169.0,7720.0,4190.0
getprioritysched_setscheduler,8154.0,1932.0,21150.0,3874.0
openmunmap,14549.0,1306.0,34431.0,2666.0
brkepoll_ctl,2548.0,1698.0,5176.0,3315.0
sigprocmaskchmod,264.0,216.0,566.0,442.0
sendtogetpriority,314.0,292.0,611.0,550.0
epoll_ctlrecvfrom,6269.0,747.0,10584.0,1403.0
writeepoll_ctl,1484.0,636.0,2821.0,1239.0
futexdup,12343.0,3088.0,20907.0,5882.0
munmapmkdir,375.0,144.0,1089.0,264.0
recvfromgetpid,4085.0,1390.0,7352.0,2630.0
brkopen,13812.0,2446.0,29228.0,5053.0
open_exit,186.0,153.0,515.0,315.0
getpriorityioctl,19253.0,2885.0,33712.0,5528.0
chmodmunmap,728.0,613.0,1556.0,1250.0
epoll_ctlfutex,7417.0,2388.0,15801.0,4732.0
getpidsched_setscheduler,10693.0,3125.0,19037.0,5954.0
brkrecvfrom,7272.0,2810.0,14020.0,5254.0
epoll_ctlclock_gettime,132082.0,2780.0,241811.0,5542.0
clock_gettimeaccess,80204.0,3066.0,173211.0,6134.0
epoll_ctlsched_setscheduler,2408.0,1622.0,4511.0,3059.0
sendtogetpid,25053.0,2061.0,45071.0,3966.0
brksendto,8338.0,2698.0,15697.0,5107.0
writebrk,7830.0,2197.0,16363.0,4396.0
sched_setschedulersigprocmask,2544.0,1479.0,4946.0,2824.0
mkdirsigprocmask,469.0,225.0,599.0,400.0
accessioctl,21021.0,1942.0,55222.0,3881.0
sigaltstackopen,1071.0,427.0,1849.0,853.0
restart_syscallrestart_syscall,359.0,274.0,1727.0,458.0
writevgetpriority,1294.0,432.0,1645.0,818.0
accesssigaltstack,334.0,269.0,766.0,511.0
dupfutex,8748.0,1517.0,18815.0,2916.0
getpriorityrecvfrom,1999.0,1328.0,3907.0,2658.0
_exitgetpriority,123.0,97.0,300.0,226.0
opensigaltstack,271.0,219.0,1014.0,511.0
sendtogettimeofday,20224.0,2119.0,44348.0,4132.0
mprotectst_rdev=makedev,282.0,232.0,884.0,521.0
munmapsetpriority,791.0,317.0,1293.0,574.0
clock_gettimegettid,302821.0,2966.0,563873.0,5960.0
readmprotect,65521.0,2881.0,127869.0,5718.0
chmodsetsockopt,22.0,22.0,46.0,41.0
accessgetpid,5484.0,952.0,9956.0,2010.0
_llseekmprotect,4494.0,563.0,9767.0,1093.0
setprioritygetpriority,50.0,39.0,152.0,94.0
clock_gettime_llseek,6878.0,615.0,20427.0,1188.0
clock_gettimesetpriority,12010.0,1378.0,21770.0,2788.0
st_rdev=makedevpoll,241.0,241.0,456.0,455.0
getsockoptsched_setscheduler,272.0,225.0,629.0,423.0
sched_setscheduleropen,3070.0,659.0,6171.0,1336.0
mprotectgetpriority,1971.0,1351.0,4099.0,2715.0
mprotectclose,24412.0,3005.0,52009.0,5979.0
gettidaccess,2321.0,1547.0,4777.0,3123.0
setprioritywritev,1186.0,445.0,6009.0,889.0
writevepoll_ctl,742.0,551.0,1486.0,1061.0
setsockoptgetpid,1391.0,727.0,3235.0,1332.0
setpriorityread,1127.0,511.0,2372.0,959.0
madvisegetpriority,726.0,610.0,1531.0,1229.0
opensetpriority,374.0,240.0,759.0,514.0
setprioritymkdir,48.0,47.0,178.0,78.0
epoll_waitsendto,13960.0,1839.0,24365.0,3518.0
setsockoptgetpriority,119.0,111.0,278.0,248.0
setprioritysched_setscheduler,281.0,158.0,513.0,333.0
getsockoptclock_gettime,19567.0,1792.0,41723.0,3483.0
brkgetsockopt,500.0,380.0,1057.0,743.0
_llseekfutex,7756.0,636.0,17430.0,1289.0
epoll_waitsetpriority,4108.0,907.0,9293.0,1853.0
writegetpriority,868.0,545.0,1930.0,1133.0
mprotectsetsockopt,5726.0,1590.0,11751.0,3170.0
getprioritygettimeofday,1973.0,834.0,4223.0,1786.0
getsockoptdup,49.0,46.0,114.0,102.0
writevsched_setscheduler,2583.0,997.0,7346.0,1951.0
sched_setschedulerwrite,2567.0,1136.0,5484.0,2239.0
getsockoptbrk,312.0,251.0,654.0,485.0
getpidgettid,16273.0,1368.0,35665.0,2810.0
sched_setschedulersetsockopt,433.0,248.0,764.0,495.0
sendtoepoll_wait,1257.0,741.0,2551.0,1458.0
sigprocmasksendto,2110.0,1252.0,3805.0,2284.0
madvisesetsockopt,585.0,393.0,1231.0,788.0
clock_gettimeread,12895197.0,3246.0,23705214.0,6420.0
sin6_port=htonsclock_gettime,5842.0,1357.0,15183.0,2578.0
setpriorityepoll_wait,1852.0,553.0,3510.0,1067.0
readsendto,7109.0,1281.0,10292.0,2390.0
recvfromgettid,955.0,654.0,1953.0,1196.0
getsockoptmprotect,4231.0,1337.0,10749.0,2600.0
accesssched_setscheduler,1397.0,538.0,2392.0,1033.0
getsockoptsigprocmask,2389.0,927.0,5476.0,1860.0
gettimeofdaygetsockopt,11085.0,1488.0,22142.0,2866.0
cloneioctl,2193.0,1365.0,4152.0,2629.0
_llseeksendto,156.0,62.0,360.0,113.0
clonemadvise,1799.0,677.0,3761.0,1354.0
sched_yieldgetpriority,24.0,14.0,47.0,34.0
setsockoptread,3019.0,772.0,5764.0,1506.0
setpriorityclock_gettime,27339.0,2219.0,53014.0,4500.0
mprotect_llseek,12520.0,904.0,26201.0,1814.0
setsockoptsigprocmask,2124.0,888.0,4231.0,1736.0
dupgettid,79.0,73.0,183.0,161.0
sched_setschedulersched_yield,47.0,28.0,100.0,48.0
sched_setschedulerprctl,2698.0,371.0,5909.0,792.0
brkread,24812.0,2397.0,46852.0,4878.0
getprioritymadvise,1415.0,1171.0,2692.0,2308.0
sched_setschedulermunmap,2653.0,1341.0,4943.0,2535.0
prctlclock_gettime,17849.0,2248.0,34447.0,4532.0
dupmprotect,2137.0,1370.0,4179.0,2580.0
getpidwrite,30621.0,2137.0,68350.0,4280.0
sched_setschedulerclone,703.0,686.0,1418.0,1388.0
setsockoptsched_setscheduler,346.0,247.0,725.0,511.0
sigaltstacksetpriority,3035.0,392.0,6468.0,834.0
dupsetsockopt,51.0,49.0,110.0,98.0
setpriorityfutex,27254.0,2255.0,52478.0,4559.0
setsockoptsendto,2752.0,500.0,4820.0,888.0
sigprocmaskread,44459.0,1780.0,57348.0,3517.0
sched_setschedulermadvise,2301.0,1252.0,4316.0,2382.0
gettidclock_gettime,540095.0,2945.0,997940.0,5894.0
setpriorityrecvfrom,1004.0,431.0,1972.0,904.0
sigprocmaskwritev,4917.0,1437.0,13400.0,2829.0
writevgetsockopt,807.0,302.0,4582.0,641.0
madvisesched_setscheduler,2659.0,1307.0,5896.0,2625.0
setprioritygettid,69846.0,2613.0,140180.0,5380.0
gettidioctl,6992.0,1879.0,14215.0,3763.0
writevepoll_wait,1709.0,707.0,7962.0,1417.0
recvfromsetpriority,291.0,182.0,661.0,371.0
readsigprocmask,89362.0,2216.0,94973.0,4327.0
sched_setschedulersetpriority,21596.0,1988.0,45306.0,4008.0
brksetsockopt,400.0,282.0,813.0,578.0
clock_gettimesched_yield,6808.0,2680.0,315602.0,5203.0
gettidsched_setscheduler,27096.0,2139.0,59950.0,4387.0
setsockoptclose,1128.0,552.0,2503.0,1018.0
futex_llseek,14236.0,927.0,30752.0,1903.0
writevwrite,47909.0,2324.0,150829.0,4635.0
munmapgetpriority,605.0,439.0,1201.0,872.0
ioctl_llseek,4232.0,525.0,12478.0,1026.0
getpidrecvfrom,4799.0,1991.0,9310.0,3840.0
sched_yieldgetsockopt,32.0,30.0,100.0,70.0
sched_setschedulergettimeofday,5253.0,1369.0,11302.0,2767.0
madvisegettid,15972.0,2533.0,31332.0,5071.0
mkdirmprotect,2477.0,638.0,3009.0,1240.0
epoll_waitsetsockopt,2501.0,906.0,4895.0,1704.0
prctlclose,431.0,302.0,832.0,610.0
clock_gettimedup,81320.0,2301.0,143818.0,4603.0
openepoll_wait,9309.0,1589.0,22521.0,3089.0
madvisesigprocmask,37895.0,2392.0,72639.0,4631.0
gettidbrk,8862.0,2003.0,18976.0,4016.0
sigprocmasksetsockopt,2583.0,993.0,5374.0,2029.0
unlinksetsockopt,20.0,19.0,45.0,40.0
_llseeksigprocmask,1384.0,344.0,3294.0,690.0
sigprocmaskclose,13848.0,1737.0,24072.0,3344.0
sendtowrite,6848.0,980.0,14880.0,1833.0
munmapsetsockopt,593.0,326.0,1236.0,608.0
setprioritydup,1462.0,1435.0,2965.0,2902.0
set_thread_areabrk,58.0,57.0,109.0,105.0
write_llseek,49876.0,332.0,143988.0,597.0
clock_gettimeprctl,3680.0,1394.0,8077.0,2734.0
setprioritygetpid,973.0,495.0,1979.0,1009.0
writevsigprocmask,7059.0,1773.0,16759.0,3294.0
sched_setschedulerepoll_wait,8621.0,2696.0,17926.0,5234.0
sendtoread,5076.0,1115.0,9099.0,2151.0
sendtosetsockopt,716.0,437.0,1452.0,784.0
setsockoptunlink,35.0,26.0,56.0,43.0
setsockoptrecvfrom,5701.0,1000.0,11282.0,1904.0
getpidsetpriority,711.0,368.0,1817.0,762.0
_llseekmadvise,13035.0,1110.0,27151.0,2345.0
mprotectchmod,882.0,539.0,3185.0,1031.0
gettimeofdayumask,9108.0,1570.0,21667.0,3171.0
lseekread,925215.0,2896.0,770133.0,5720.0
brkgetpriority,1068.0,877.0,2066.0,1714.0
rt_sigtimedwaitfutex,1306.0,1204.0,2543.0,2396.0
mprotectmkdir,3953.0,1224.0,5230.0,2471.0
readlseek,765374.0,2613.0,534042.0,5120.0
sched_setschedulerbrk,1371.0,1065.0,2490.0,1973.0
openbrk,11617.0,2534.0,22707.0,5065.0
_exitsigprocmask,1933.0,1060.0,4019.0,2148.0
accesssocket,242.0,185.0,470.0,342.0
accessepoll_wait,6109.0,940.0,12241.0,1896.0
setsockoptepoll_ctl,219.0,68.0,150.0,127.0
pollgetpid,511.0,307.0,1349.0,617.0
_exitmadvise,6019.0,1496.0,12782.0,2964.0
readrestart_syscall,61.0,59.0,268.0,103.0
epoll_waitumask,4814.0,473.0,9528.0,1002.0
recvfromsigaltstack,336.0,227.0,707.0,477.0
_exitsched_setscheduler,2249.0,1191.0,4578.0,2291.0
nanosleepgettimeofday,6378.0,1660.0,14951.0,3254.0
getpidumask,3654.0,373.0,7800.0,767.0
dupioctl,4232.0,853.0,4123.0,1640.0
set_thread_areagettimeofday,4247.0,1909.0,8618.0,3819.0
sigaltstackfutex,3242.0,1349.0,7074.0,2695.0
restart_syscallread,147.0,132.0,251.0,232.0
getpidaccess,10063.0,1115.0,13231.0,2315.0
getpidmunmap,2756.0,1230.0,6340.0,2377.0
readgettimeofday,232116.0,2538.0,432134.0,5164.0
writevbrk,2217.0,1172.0,6189.0,2298.0
brkwrite,6672.0,2088.0,13224.0,4189.0
clock_gettimesigaltstack,5256.0,1674.0,11222.0,3262.0
_exitepoll_wait,1596.0,881.0,3682.0,1706.0
munmapnanosleep,293.0,214.0,559.0,433.0
_exitgetpid,6405.0,1302.0,32083.0,2576.0
epoll_ctlbrk,1334.0,366.0,3079.0,661.0
ioctlclone,1785.0,870.0,3383.0,1644.0
sigprocmaskdup,287.0,261.0,478.0,417.0
madvisegetpid,12162.0,1958.0,25251.0,3923.0
closegettid,60102.0,1933.0,108856.0,3874.0
pollioctl,1093.0,654.0,2741.0,1307.0
nanosleepwritev,640.0,270.0,2060.0,573.0
getpriorityepoll_wait,2948.0,1697.0,5179.0,3230.0
brkclose,6843.0,1922.0,14435.0,3944.0
connectbrk,1768.0,1063.0,3364.0,1996.0
closeepoll_wait,10213.0,1831.0,23302.0,3504.0
readgetpriority,2704.0,1714.0,5168.0,3245.0
umaskset_thread_area,248.0,148.0,594.0,302.0
epoll_ctlconnect,36.0,35.0,60.0,58.0
brkwritev,2171.0,1288.0,5660.0,2424.0
_exitread,2352.0,907.0,3942.0,1693.0
sched_yieldmunmap,217.0,159.0,521.0,338.0
futexprctl,6211.0,1706.0,11944.0,3291.0
connectsendto,352.0,266.0,670.0,424.0
clock_gettimeclone,3234.0,1649.0,6571.0,3076.0
futexepoll_ctl,4793.0,2039.0,9113.0,3878.0
selectread,23125.0,530.0,38328.0,1094.0
readgettid,4431.0,1361.0,8833.0,2661.0
getsockoptpipe,8678.0,1012.0,18726.0,2197.0
epoll_waitmunmap,68575.0,2176.0,113320.0,4385.0
pipegettimeofday,9118.0,1062.0,19963.0,2252.0
socketumask,63.0,48.0,169.0,132.0
munmapgettimeofday,93423.0,2563.0,175924.0,5137.0
writeconnect,528.0,265.0,1043.0,510.0
closelseek,57869.0,2225.0,108913.0,4531.0
setsockoptepoll_wait,2131.0,820.0,4174.0,1548.0
ftruncatefutex,2918.0,708.0,5273.0,1399.0
getsocknamesin_port=htons,635.0,387.0,1053.0,677.0
readwrite,202597.0,2402.0,542948.0,4835.0
fdatasyncclock_gettime,15391.0,2350.0,36376.0,4786.0
clock_gettimeftruncate,256286.0,1347.0,488166.0,2690.0
epoll_waitsigaction,741.0,705.0,1592.0,1481.0
readsched_yield,5807.0,2234.0,13358.0,4515.0
closesigaction,1207.0,1156.0,2756.0,2303.0
rt_sigreturnclock_gettime,1018.0,734.0,3236.0,1501.0
epoll_ctlread,1184.0,377.0,2903.0,795.0
recvmsgfutex,2835.0,603.0,4749.0,1020.0
nanosleepread,1365.0,393.0,2203.0,831.0
rt_sigreturnfutex,10164.0,1118.0,22054.0,2246.0
gettidopen,9292.0,2422.0,18597.0,4837.0
unamegettimeofday,267.0,263.0,472.0,470.0
prctlbrk,35063.0,2172.0,66355.0,4321.0
gettidpipe,5829.0,2046.0,13143.0,4229.0
epoll_waitsocketpair,392.0,373.0,629.0,602.0
mprotectgettid,6201.0,2251.0,13238.0,4580.0
sigactiongetpid,16871.0,1125.0,33677.0,2263.0
setprioritymadvise,1734.0,651.0,2974.0,1187.0
"""D/JtAd-Trackingioctl",2.0,1.0,0.0,0.0
unlinkaccess,14015.0,2421.0,32098.0,4956.0
opensocket,864.0,467.0,1573.0,988.0
clock_gettimerename,2482.0,1223.0,5868.0,2477.0
clock_gettimepipe,931.0,357.0,3072.0,753.0
readsocketpair,2142.0,1884.0,4203.0,3783.0
recvfromumask,3523.0,377.0,7705.0,811.0
renameioctl,413.0,247.0,1018.0,559.0
ioctlsigaction,2510.0,1148.0,5004.0,2327.0
clock_gettime_exit,3691.0,1195.0,7846.0,2325.0
nanosleepgettid,6029.0,1171.0,12309.0,2367.0
ftruncateread,369.0,242.0,619.0,426.0
getpidsendmsg,2412.0,1910.0,4628.0,3837.0
setprioritygettimeofday,5489.0,1493.0,10303.0,2977.0
gettidrecvfrom,4507.0,1566.0,8943.0,2989.0
accessread,5535.0,746.0,12266.0,1546.0
rt_sigtimedwaitclock_gettime,684.0,589.0,1180.0,1050.0
sigactionclock_gettime,16161.0,1150.0,32512.0,2304.0
sigaltstacksigaction,3146.0,983.0,7560.0,1970.0
futexfsync,654.0,450.0,1546.0,855.0
munmapread,6486.0,1459.0,13444.0,2836.0
readclone,591.0,348.0,1312.0,748.0
getsockoptgetsockopt,12079.0,1225.0,31267.0,2550.0
recvfromlseek,805.0,205.0,1006.0,373.0
epoll_waitset_thread_area,3597.0,1700.0,7359.0,3374.0
brkgettid,8062.0,1977.0,16486.0,3983.0
getpidsetsockopt,1066.0,636.0,2352.0,1152.0
readepoll_ctl,174296.0,1778.0,329296.0,3585.0
selectmprotect,1395.0,516.0,3419.0,1148.0
pipefork,2802.0,315.0,6232.0,498.0
openwrite,48005.0,2592.0,82452.0,5234.0
ioctlinet_addr,14638.0,1064.0,30070.0,2008.0
socketpairfutex,293.0,290.0,519.0,511.0
readrecvmsg,95390.0,1940.0,161270.0,3896.0
readmunmap,17540.0,1738.0,37141.0,3573.0
gettidsetpriority,61642.0,2273.0,121999.0,4594.0
clock_gettimeepoll_create,8909.0,2213.0,18287.0,4449.0
chmodgetpid,334.0,291.0,787.0,632.0
getpriorityopen,41283.0,1242.0,83078.0,2480.0
selectioctl,1277.0,384.0,4443.0,871.0
chmodioctl,2799.0,1803.0,5781.0,3662.0
epoll_ctlwrite,1143.0,354.0,2123.0,677.0
gettidmunmap,35385.0,1776.0,68909.0,3646.0
"write""D/dalvikvm",6.0,5.0,408.0,6.0
unlinkclock_gettime,13843.0,1442.0,25146.0,2895.0
readbrk,32013.0,2691.0,55931.0,5464.0
epoll_creategetpid,4.0,4.0,17.0,16.0
fsyncfutex,1823.0,885.0,3704.0,1684.0
_exitsigaltstack,163.0,128.0,386.0,250.0
brklseek,7599.0,1645.0,9286.0,3304.0
bindmadvise,212.0,171.0,407.0,306.0
restart_syscallclock_gettime,324.0,287.0,680.0,589.0
futexsigaction,11188.0,1174.0,22160.0,2351.0
prctlgettimeofday,48207.0,1961.0,82824.0,3896.0
rt_sigreturnrecvmsg,1119.0,1116.0,2248.0,2240.0
epoll_waitst_rdev=makedev,643.0,330.0,1284.0,691.0
recvmsgclose,1797.0,1762.0,3561.0,3508.0
"futex""W/ViewRootImpl",9.0,9.0,8.0,7.0
writevbind,97.0,78.0,829.0,193.0
"""D/dalvikvmioctl",8.0,7.0,504.0,10.0
gettidsendto,1447.0,811.0,2612.0,1447.0
selectgettimeofday,4297.0,774.0,9012.0,1702.0
getpidgetsockname,884.0,557.0,2039.0,1009.0
madviseepoll_wait,6914.0,1833.0,14752.0,3481.0
clonegettimeofday,49850.0,2355.0,98313.0,4754.0
unlinkunlink,28315.0,1148.0,57504.0,2309.0
readselect,37430.0,1103.0,78322.0,2346.0
sigactionsched_getparam,837.0,737.0,1770.0,1518.0
closerename,4298.0,1914.0,9535.0,3833.0
