system_call,frequency,file_frequency
munmapmsync,1702,1643
gettimeofdaybind,1324,715
clock_gettimepoll,8767,1789
getpidfutex,257682,6963
sendtogettimeofday,44348,4132
writevwrite,150829,4635
forkgettid,2492,1260
writevgetsockopt,4582,641
epoll_createsocketpair,18149,4404
getsocknamegetpid,711,439
_exitbrk,758,640
readfsync,2229,1787
connectbrk,3364,1996
mprotectsetsockopt,11751,3170
opengetpid,16110,2849
epoll_waitlseek,4053,1390
gettimeofdaygetpid,430373,6073
brkopen,29228,5053
getsockoptgettid,405,267
sendtoftruncate,30,30
_llseekread,758040,3528
chmodchmod,3358,1096
recvmsgaccess,15,13
selectset_thread_area,235,191
umaskfdatasync,92337,2679
getsockoptepoll_wait,3687,1353
fdatasyncsched_setscheduler,945,659
setpriorityfutex,52478,4559
closesetsockopt,2233,1028
getsockoptgettimeofday,7472,1832
umaskbrk,4661,1950
inet_addrepoll_wait,1257,679
lseekopen,2672,733
epoll_ctlread,2903,795
nanosleepsocket,1526,1507
lseekgetsockopt,102,67
gettimeofdayset_thread_area,6330,3151
ioctlftruncate,136,118
readdup,1230,634
selectepoll_wait,1090,501
pollmprotect,3667,1792
unlinkmprotect,5010,2505
prctl_llseek,25012,2034
closerename,9535,3833
nanosleepgettimeofday,14951,3254
sched_setschedulerwrite,5484,2239
fdatasyncclock_gettime,36376,4786
brksetsockopt,813,578
setprioritygettimeofday,10303,2977
getsocknamesin6_port=htons,34729,3469
ftruncateclock_gettime,13077,2238
madvisegettimeofday,133917,5365
ftruncateclose,743,671
epoll_waitwritev,24853,3634
futexsin_port=htons,190,171
_exitgettimeofday,13216,3538
epoll_wait_exit,726,497
recvfromepoll_wait,16783,3362
umaskgettimeofday,25656,3281
brkdup,872,489
chmodgettid,181,178
gettimeofdaysigaltstack,2853,1314
mprotectbind,2625,1275
epoll_waitsocketpair,629,602
readgetpid,50913,4084
getsockoptwrite,8247,1183
sigprocmasksetsockopt,5374,2029
getrlimitclock_gettime,7001,4357
clock_gettimemkdir,7538,2522
cloneioctl,4152,2629
getpidinet_addr,490,350
readpoll,702,416
gettidmadvise,11854,4385
listenepoll_ctl,3592,3592
prctlsigprocmask,28155,2074
getpidmadvise,14596,4325
mprotectpipe,1446,696
recvfromgettid,1953,1196
getsocknamewrite,1027,579
st_rdev=makedevread,623,338
sigprocmaskdup,478,417
getpidpipe,588,209
clock_gettimepipe,3072,753
writeconnect,1043,510
sched_setschedulersigaltstack,1200,467
_exitopen,1683,1086
{msg_namemprotect,25,24
clone_exit,730,538
selectgettid,133,97
nanosleepmadvise,6539,2578
opensendto,3407,1054
_exit_exit,651,393
st_rdev=makedevmprotect,586,341
sendtogettid,741,507
connectmprotect,6298,2762
accesssched_setscheduler,2392,1033
gettimeofdaypipe,768,274
sigprocmaskgettid,2506,1316
futexmkdir,6974,1742
futexselect,4103,759
unlinkset_thread_area,178,175
write_llseek,143988,597
fdatasyncsigprocmask,3167,1122
_llseekgettimeofday,4146,558
getsockoptsendto,881,588
mprotectsin6_port=htons,2275,1220
sigprocmasklseek,965,332
epoll_waitsin6_port=htons,1463,721
clock_gettimeumask,52989,1457
st_rdev=makedevwrite,403,193
madvisesendto,32080,2837
getpidsched_yield,552,467
selectfdatasync,205,133
pipesigprocmask,276,144
getpidsendto,955,500
munmapsocket,568,416
epoll_waitselect,443,198
sigaltstacksigprocmask,1875,830
sendtogetsockopt,2478,941
getpidgetsockopt,3559,1343
socketgettid,274,226
accessrecvfrom,9343,1253
selectrecvfrom,1938,609
ioctlsigaction,5004,2327
setprioritydup,2965,2902
gettimeofdaysin6_port=htons,1710,796
ftruncatewrite,309,235
closewritev,42165,3251
ioctlselect,2835,335
st_rdev=makedevepoll_wait,748,450
sigprocmaskclose,24072,3344
closesendto,4735,1423
sendtoclose,5133,1680
epoll_waitnanosleep,1700,507
munmapclone,1499,815
selectwrite,1609,476
madviseumask,2476,612
bindclose,667,413
mkdirread,564,258
_exitbind,51,45
getpidgetpriority,12692,5039
selectumask,277,156
recvfromgetsockname,5801,1220
epoll_waitgetpriority,3031,2246
getsockoptbrk,654,485
chmodfutex,5968,2608
readsendmsg,35,30
unlinkfutex,12106,2840
sigaltstacksigaltstack,781,445
epoll_waitumask,9528,1002
epoll_waitpipe,343,178
_exitwrite,2357,1319
recvfromlseek,1006,373
selectsigprocmask,2231,958
getsockoptsigprocmask,5476,1860
piperecvfrom,196,111
pipeepoll_wait,408,170
connectfdatasync,145,123
mprotectconnect,4155,1932
madviseset_thread_area,1785,969
sin6_port=htonsopen,476,325
sched_yieldmprotect,1847,1008
setsockoptst_rdev=makedev,1054,330
ioctlgetrlimit,164,154
getsocknamemprotect,3110,1633
socket_exit,76,63
ioctlgetsockname,7575,2338
brksocketpair,479,393
nanosleepset_thread_area,584,466
recvfrompipe,206,118
mprotectsendmsg,65,65
st_rdev=makedevclock_gettime,4648,1709
futexgetrlimit,1114,1004
writevbrk,6189,2298
execvesched_setscheduler,1516,900
sched_setschedulerepoll_wait,17926,5234
clonemprotect,2196,1547
epoll_waitpoll,756,460
getpidsetsockopt,2352,1152
mprotectgetsockname,5472,2084
umaskmadvise,2932,703
epoll_waitst_rdev=makedev,1284,691
accessioctl,55222,3881
umaskfutex,22536,1601
st_rdev=makedevgettimeofday,740,336
accesswrite,7439,1556
dupsigprocmask,560,482
_llseekmprotect,9767,1093
set_thread_areamprotect,778,642
sigprocmask_exit,1519,502
sendtoepoll_wait,2551,1458
selectmadvise,1053,605
getsockoptgetpid,2257,943
readclone,1312,748
sigprocmasksendto,3805,2284
gettidbind,103,79
_llseekclock_gettime,15907,1122
mprotectrecvmsg,72,68
clock_gettimest_rdev=makedev,6545,2049
sendtogetsockname,1284,625
readftruncate,540,346
sigprocmaskset_thread_area,1228,923
sendtomadvise,3452,1839
setsockoptsendto,4820,888
gettimeofdayselect,822,287
lseekgettid,347,251
writesin6_port=htons,763,454
lseeksocket,53,43
mprotectselect,1290,546
sched_yieldsigprocmask,520,335
selectgetsockopt,1054,394
readbind,931,528
epoll_waitsetpriority,9293,1853
sched_yieldgetpid,652,486
sigaltstackread,1699,987
exit_group[{WIFEXITED,2410,1347
mprotectsched_yield,1823,1261
getsocknameepoll_wait,1250,675
lseekclose,3175,447
sendtopipe,37,31
sin6_port=htonsgetpid,646,371
mprotectnanosleep,2356,1243
cloneread,1194,733
dupfutex,18815,2916
nanosleepsched_setscheduler,1382,1044
writeepoll_ctl,2821,1239
brkgetpriority,2066,1714
epoll_ctlmprotect,13681,5528
getprioritysched_setscheduler,21150,3874
closegetpriority,2344,1797
rt_sigtimedwaitfutex,2543,2396
rt_sigreturnclock_gettime,3236,1501
brkepoll_wait,6085,2499
readinet_addr,1660,589
futexsigaction,22160,2351
opensigaltstack,1014,511
closesched_getparam,23859,2239
socketrecvfrom,1865,1025
closesigaction,2756,2303
inet_addrmprotect,2012,868
setpriorityrecvfrom,1972,904
getsockoptinet_addr,482,236
dupst_rdev=makedev,179,137
recvmsgsigaction,2243,2235
sendtowrite,14880,1833
closesigaltstack,1227,563
tgkillnanosleep,12215,2202
unlinkgetpid,4775,1170
setpriorityepoll_wait,3510,1067
recvfrominet_addr,890,454
getsocknameioctl,1612,958
accessgetpid,9956,2010
dupepoll_ctl,14,14
pollpoll,15092,334
gettidrt_sigreturn,29587,2242
getsockoptsendmsg,14,14
bindwrite,748,436
brksigaltstack,163,158
opensched_getparam,26585,2242
tgkillgettid,17503,2083
sigprocmaskconnect,1247,897
bindgettimeofday,1274,689
sched_getparamsched_getscheduler,83392,2328
clock_gettimesigaction,32183,2307
setprioritymkdir,178,78
inet_addrwritev,100,77
mprotectsigaltstack,3316,1847
sched_setscheduleropen,6171,1336
readprctl,1233,651
recvfromopen,13298,2716
nanosleepwrite,1416,595
closert_sigtimedwait,2055,2029
getpidtgkill,33796,2296
socketsocket,1476,641
prctlmprotect,8157,2426
futexunlink,5629,2173
chmodunlink,61898,4524
sched_getscheduleropen,83829,2328
socketepoll_ctl,104,93
mkdirgettimeofday,908,514
sendtosendto,34031,1712
inet_addrgetpid,466,346
writeset_thread_area,1927,1179
mkdirgettid,176,127
set_thread_areabrk,109,105
sigprocmaskgetsockname,1694,1090
epoll_waitprctl,848,641
connectconnect,1076,520
madviseinet_addr,462,275
ioctlst_rdev=makedev,596,401
mprotectlseek,3563,1075
getsocknamesin_port=htons,1053,677
selectgetsockname,499,199
prctlread,2839,1319
mkdiraccess,10119,1422
socketmadvise,1177,773
rt_sigtimedwaitclock_gettime,1180,1050
sched_setschedulergettid,672,483
rt_sigreturnioctl,4519,2203
rt_sigreturnfutex,22054,2246
sigactiongetpid,33677,2263
prctlgetpid,1595,891
st_rdev=makedevrecvfrom,135,118
fdatasyncbrk,780,594
gettimeofdaysigaction,201,91
sigactionclock_gettime,32512,2304
mkdirmprotect,3009,1240
tgkillsigaction,3907,2173
getsocknamegetsockname,2903,670
st_rdev=makedevgetsockopt,90,48
inet_addrmunmap,264,179
opensin6_port=htons,500,321
connectgetsockname,7766,1655
mkdirioctl,1178,560
sigactionsched_getparam,1770,1518
clock_gettimesched_getparam,29087,2243
sigprocmasksin6_port=htons,830,616
setsockoptgetpid,3235,1332
prctlepoll_wait,1511,1048
set_thread_areaopen,246,194
accesslseek,1376,371
writeaccess,10992,3178
close_exit,771,425
sin6_port=htonswrite,1019,552
openrecvfrom,13126,2269
getpriorityopen,83078,2480
setprioritywrite,1169,528
fsyncmprotect,1977,1118
getpidmunmap,6340,2377
unlinkgettimeofday,12062,3813
sendtosocket,579,460
mprotectinet_addr,2562,836
sched_yieldfutex,18458,1243
opengetpriority,83148,2529
madvisegetpriority,1531,1229
getpidpoll,416,253
writeinet_addr,793,323
setprioritymadvise,2974,1187
inet_addrsocket,582,260
connectsched_setscheduler,1225,687
socketgetsockopt,960,457
getsocknamesigprocmask,848,634
sigaltstackrename,37,32
rt_sigreturnrecvmsg,2248,2240
sched_setschedulermadvise,4316,2382
epoll_waitrename,480,302
ioctlsched_yield,2673,1218
getpidconnect,1026,624
writeclone,883,508
ioctlmkdir,1872,798
renamegettid,71,67
bindbind,897,494
ioctlsin6_port=htons,1613,950
sin6_port=htonswritev,1056,187
getprioritygettid,156,113
getsocknameopen,673,354
writevopen,28429,2179
sendtopoll,1221,135
setsockoptioctl,6885,1875
selectwritev,3197,232
accessrename,66067,4548
sigaltstackgetpid,866,646
nanosleepgettid,12309,2367
sigprocmaskfsync,1110,675
getpidgetsockname,2039,1009
epoll_waitsigaction,1592,1481
sigaltstackmprotect,3048,1748
sin6_port=htonssin6_port=htons,1683,631
sin6_port=htonsmprotect,2315,1285
sin6_port=htonsepoll_wait,1136,647
sendtoconnect,289,234
munmapgetsockname,618,466
writevinet_addr,94,78
renameopen,64795,4628
futexchmod,3250,1525
getsockoptmadvise,2823,1089
ioctlsetsockopt,6730,1993
sin6_port=htonssigprocmask,971,710
futexumask,33129,1948
opensched_setscheduler,6078,1450
mprotectumask,9652,1182
restart_syscallmunmap,833,825
getprioritymadvise,2692,2308
nanosleepopen,943,612
unlinkwritev,4761,1254
writevsocket,1280,430
mprotectmkdir,5230,2471
socketwritev,1313,356
unlinkmunmap,3383,1115
writevsetsockopt,1377,458
mprotectchmod,3185,1031
write{msg_name,212,162
renameclose,588,211
socketbrk,401,351
_llseeksigprocmask,3294,690
clock_gettimesin_port=htons,402,314
epoll_ctlsched_yield,3941,1934
sigprocmaskclone,1742,617
madvisesocket,779,548
openunlink,322,245
restart_syscallconnect,40,40
_llseekwritev,1097,306
sin6_port=htonsclone,58,57
unlinkread,540,285
fsyncgettimeofday,977,564
madvisebind,327,271
getsockoptrename,71,53
gettidclose,3241,1583
writevsigprocmask,16759,3294
accessread,12266,1546
bindmprotect,2739,1289
chmodmunmap,1556,1250
fdatasyncnanosleep,547,269
sched_setschedulermunmap,4943,2535
madviselseek,7590,917
recvfromaccess,9041,1401
madvisesetsockopt,1231,788
setprioritychmod,42,39
futexrt_sigreturn,2489,40
fsyncgetsockopt,118,101
gettimeofdayrecvmsg,1167,590
ioctlpoll,992,603
setprioritylseek,83,72
mprotectpoll,1568,929
unlinkioctl,7337,2146
closeunlink,4525,986
chmodgetrlimit,1,1
exit_groupwritev,75,73
closesetpriority,739,499
connectioctl,4084,1753
_llseekmunmap,1301,392
readrename,498,271
recvmsgwrite,232,175
gettimeofdayrestart_syscall,13,13
epoll_waitsigaltstack,881,631
gettimeofdayfsync,531,337
lseeksigprocmask,935,339
renameread,550,280
clonesigprocmask,722,564
accessgetsockopt,1167,594
sigaltstackopen,1849,853
accessclose,7547,1484
closemkdir,10448,458
pollwrite,1189,615
nanosleepwritev,2060,573
epoll_waitrestart_syscall,167,159
fdatasyncmunmap,1413,479
writevexit_group,169,169
mkdirmunmap,414,305
"futex""PK\3\4\24\0\10\0\10\0BGgCQ",1,1
_exitaccess,5249,1732
restart_syscallmadvise,401,362
sched_setschedulersendto,1389,1096
"""PK\3\4\24\0\10\0\10\0BGgCQmunmap",1,1
fsyncclock_gettime,2757,1226
writevgetpriority,1645,818
sigprocmaskgetpriority,1003,829
umaskgetpid,4321,690
sigprocmaskaccess,6305,1778
setsockoptgetpriority,278,248
gettimeofdayclone,1468,833
fdatasyncmadvise,2102,963
accesssigprocmask,8047,2107
umaskepoll_wait,7496,740
gettimeofdayprctl,1185,786
connectwritev,2492,508
munmapumask,2119,445
writevsched_yield,845,308
dupbrk,272,252
sin6_port=htonsconnect,9293,1604
getpriorityconnect,47,45
gettidsigprocmask,1962,1217
brksched_setscheduler,1660,1421
umaskrecvfrom,8084,742
writevsigaltstack,1146,481
clock_gettimechmod,3185,1163
sendtoopen,3359,1062
umasksigprocmask,4428,831
clonesendto,99,81
ioctlbind,1351,816
umaskioctl,11976,1223
sin6_port=htonsmunmap,256,217
restart_syscallgetrlimit,12,12
sendtoaccess,2415,589
brkftruncate,48,44
sin6_port=htonsioctl,1623,950
munmapconnect,310,267
sigaltstackwrite,964,645
chmodclock_gettime,4225,1819
recvfromfdatasync,3671,689
write_exit,493,333
munmapaccess,9677,2126
getpidumask,7800,767
mprotect_exit,2041,1025
unlinkrecvfrom,2978,251
brksocket,520,401
getpidfdatasync,3692,654
_exitmkdir,153,127
recvfromumask,7705,811
umaskclock_gettime,55380,1682
chmodgetpid,787,632
sched_setschedulersetsockopt,764,495
sched_yieldwritev,48744,263
writeprctl,897,484
ioctlumask,12658,1333
munmapgettid,16913,1494
gettimeofdayunlink,1099,550
readpipe,740,208
umaskmunmap,2580,531
sigprocmaskumask,3955,700
socketsched_setscheduler,381,308
cloneunlink,103,102
readmkdir,658,215
setprioritymunmap,1943,610
mprotectfsync,909,636
gettidnanosleep,179,170
bindsigprocmask,919,673
chmodmadvise,5185,1481
readsetpriority,2201,1046
dupopen,482,358
accesssetpriority,851,399
epoll_ctlepoll_ctl,523,133
_exitrecvfrom,2969,1566
unlinkgettid,229,149
gettimeofdayrename,862,440
ioctlsin_port=htons,19,19
setpriorityrename,136,78
renamegettimeofday,959,487
fsyncwritev,138,108
"""Ã£\221Â¹\r\231Â½Â¼\216Ã\214ZMfutex",1,1
fsyncmadvise,463,346
setpriorityopen,1867,884
clock_gettimegetrlimit,356,339
"read""Ã£\221Â¹\r\231Â½Â¼\216Ã\214ZM",1,1
pollclone,58,56
getrlimitgetpid,5,5
setpriorityclose,1024,642
sigprocmasksigaltstack,1191,705
getpriorityclone,59,59
renamewritev,327,136
unlinkmadvise,4610,1573
sendtogetpriority,611,550
fdatasyncioctl,5638,1343
mprotectsetpriority,3525,1667
sched_setscheduleraccess,1671,788
futexrecvmsg,930,549
st_rdev=makedevpoll,456,455
sched_setschedulerclone,1418,1388
renamefutex,2997,1210
_exitdup,582,477
st_rdev=makedevfutex,1400,629
getprioritybrk,1342,1120
sigprocmasksocket,4067,1628
sched_yieldmunmap,521,338
prctlsched_setscheduler,485,411
{msg_namesetpriority,45,45
sigprocmaskunlink,438,343
epoll_ctlmadvise,1557,902
poll_exit,22,20
munmapst_rdev=makedev,99,87
gettidrecvmsg,87,76
sigprocmaskchmod,566,442
read_exit,879,435
munmapmkdir,1089,264
epoll_ctlaccess,1077,491
pollmunmap,1080,574
getrlimitsched_setscheduler,86,83
epoll_creategettimeofday,74,67
mprotectftruncate,84,70
futexsocketpair,257,247
madvisedup,477,437
mkdirgetpid,813,274
set_thread_areaepoll_wait,443,367
rt_sigtimedwaitioctl,353,307
ioctlunlink,1412,761
restart_syscallclock_gettime,680,589
chmodsched_setscheduler,109,106
nanosleepgetpid,1971,945
sigaltstackclose,977,608
epoll_waitclone,1465,1190
ftruncatemprotect,51,39
clonegettid,317,279
nanosleepnanosleep,18623,995
closepipe,2184,222
mkdirwrite,517,225
clock_gettimesocketpair,271,257
sin6_port=htonsrecvfrom,895,502
munmapnanosleep,559,433
openprctl,391,297
mkdirepoll_wait,417,192
sin_port=htonsread,20,20
set_thread_arearead,457,371
getpidmkdir,376,234
pipeopen,217,115
readnanosleep,1095,508
epoll_createclock_gettime,199,191
ioctlfdatasync,6133,1088
lseekrecvfrom,972,329
recvfromclone,426,303
sched_yieldopen,271,139
socketpairepoll_wait,77,77
writesigaltstack,1022,643
set_thread_areagettid,371,254
epoll_waitunlink,686,509
mkdirsigprocmask,599,400
prctlsendto,310,263
bindaccess,149,113
gettidclone,332,316
epoll_createread,19,19
brknanosleep,436,347
sigaltstackaccess,614,393
epoll_waitepoll_ctl,1519,985
epoll_ctllseek,96,84
gettidst_rdev=makedev,70,50
getpriorityread,1599,1099
sigprocmaskbind,943,646
recvfromsetsockopt,5744,1688
unlinksigprocmask,747,507
setpriorityset_thread_area,213,190
readepoll_create,39,39
mkdirfutex,3617,1119
accesslisten,1,1
recvfrombind,679,453
connectrecvfrom,3134,1191
access_exit,302,202
exit_grouprestart_syscall,391,369
openepoll_ctl,516,365
closesched_yield,570,248
sigprocmaskmkdir,418,304
opennanosleep,626,369
sched_yieldread,1331,187
gettidsigaltstack,783,601
setpriorityread,2372,959
epoll_waitepoll_create,44,43
selectbrk,8806,363
pollsched_setscheduler,1244,787
madviseuname,10,10
opensetpriority,759,514
futexepoll_create,153,149
writemkdir,598,214
recvfrommkdir,369,156
mkdirset_thread_area,63,48
madviseconnect,723,520
sched_yieldgettimeofday,5275,556
futexrename,3048,1239
madvise_exit,1303,727
sin6_port=htonsgettid,165,117
pipebrk,190,178
readrestart_syscall,268,103
accessconnect,243,188
sigprocmaskpoll,588,434
dupgettid,183,161
sigaltstackbrk,334,314
closeset_thread_area,1476,1000
openconnect,477,369
brkset_thread_area,660,596
pollwritev,670,384
gettidsetsockopt,392,278
ftruncategetsockopt,25,23
accessgetsockname,656,399
ioctlnanosleep,5192,851
epoll_createbrk,96,88
accessset_thread_area,1071,623
getrlimitgettimeofday,281,277
setsockoptgettid,413,296
dupepoll_wait,759,461
selectsched_setscheduler,1185,673
rt_sigtimedwaitmadvise,505,488
getprioritysendto,603,558
umasksendto,2417,375
readumask,9440,684
umaskepoll_ctl,292,181
chmodclose,576,342
dupchmod,12,9
getsocknamegetpriority,47,46
renameepoll_wait,364,177
accessdup,329,224
sendtoumask,2420,391
gettiddup,126,117
umaskmprotect,9504,1208
fdatasyncwrite,2950,764
sigprocmasksetpriority,1191,595
pollgetpriority,88,67
fdatasyncwritev,1075,380
bindsched_setscheduler,195,155
fsyncfutex,3704,1684
closeumask,4015,648
sched_setschedulerconnect,239,195
_llseekwrite,38286,529
chmodepoll_ctl,30,29
sched_setschedulergetsockname,412,319
sigaltstacksetpriority,6468,834
sched_setschedulerpoll,89,73
setprioritysigprocmask,1573,660
